CASENUMBER,CASECLASSIFICATION,TYPEOFBUSINESS,TYPEOFCOMPLAINT,CONSTRUCTIONREFERRAL,CITATIONISSUED,OPENDATE,CLOSEDATE,OUTCOME,ADDRESS,COUNCILDISTRICT,PARCELID,LOCATION
2020 095058-CC,COVID-19,Other,Face-Covering,,,06/26/2020 12:00:00 AM,06/26/2020 12:00:00 AM,Cancelled,166 HARGRAVES DR,,,POINT (-88.448709 24.923983)
2020 052660-CC,COVID-19,Other,Over Occupancy,,,03/30/2020 12:00:00 AM,04/03/2020 12:00:00 AM,No Violation(s) Found/Inspection Performed,1900 AIRPORT BLVD,,,POINT (-88.448709 24.923983)
2021 012306-CC,COVID-19,Other (Describe in Comments),Social Distancing,,,01/28/2021 12:00:00 AM,01/28/2021 12:00:00 AM,No Violation(s) Found/Inspection Performed,3651 S IH 35 SVRD NB,,,POINT (-88.448709 24.923983)
2021 019246-CC,COVID-19,Other (Describe in Comments),Over Occupancy,,,02/04/2021 12:00:00 AM,02/05/2021 12:00:00 AM,No Violation(s) Found/Inspection Performed,3100 DUVAL STREET,9,0215050701,POINT (-97.73368699 30.29294295)
2021 014825-CC,COVID-19,Residential,Eviction,,,02/02/2021 12:00:00 AM,02/05/2021 12:00:00 AM,COVID-19/Education Provided,9345 E US 290 HWY SVRD EB 11107,,,POINT (-88.448709 24.923983)
2021 040735-CC,COVID-19,Other (Describe in Comments),Social Distancing,,,03/21/2021 12:00:00 AM,03/21/2021 12:00:00 AM,No Violation(s) Found/Inspection Performed,3909 N IH 35 SVRD NB,,,POINT (-88.448709 24.923983)
2021 015948-CC,COVID-19,Residential,Eviction,,,02/03/2021 12:00:00 AM,02/05/2021 12:00:00 AM,COVID-19/Education Provided,408 E WONSLEY DRIVE UNIT 201,4,0235160110,POINT (-97.70065664 30.34512625)
2021 012744-CC,COVID-19,Apartment Common Area,Face Covering Non-Compliance - Business,,,01/28/2021 12:00:00 AM,01/28/2021 12:00:00 AM,No Violation(s) Found/Inspection Performed,5349 WILLIAM HOLLAND AVE  218,,,POINT (-88.448709 24.923983)
2020 193211-CC,COVID-19,Other (Describe in Comments),Face Covering Non-Compliance - Business,,,12/24/2020 12:00:00 AM,12/26/2020 12:00:00 AM,No Violation(s) Found/Inspection Performed,11921 N MOPAC EXPY NB 11921 N MOPAC EXPY 420,,,POINT (-88.448709 24.923983)
2021 012724-CC,COVID-19,Other (Describe in Comments),Face Covering Non-Compliance - Business,,,01/28/2021 12:00:00 AM,01/28/2021 12:00:00 AM,No Violation(s) Found/Inspection Performed,8540 RESEARCH BLVD SB,,,POINT (-88.448709 24.923983)
2021 019251-CC,COVID-19,Other (Describe in Comments),Social Distancing,,,02/04/2021 12:00:00 AM,02/05/2021 12:00:00 AM,No Violation(s) Found/Inspection Performed,913 E CESAR CHAVEZ STREET,3,0203040510,POINT (-97.73482199 30.26047155)
2021 040698-CC,COVID-19,Other (Describe in Comments),Face Covering,,,03/21/2021 12:00:00 AM,03/21/2021 12:00:00 AM,No Violation(s) Found/Inspection Performed,1701 W BEN WHITE BLVD SVRD EB,,,POINT (-88.448709 24.923983)
2021 019643-CC,COVID-19,Restaurant,Face Covering Non-Compliance - Business,,,02/05/2021 12:00:00 AM,02/05/2021 12:00:00 AM,No Violation(s) Found/Inspection Performed,10900 RESEARCH BLVD SERVICE ROAD SB,10,0156010505,POINT (-97.74678232 30.40149814)
2021 019259-CC,COVID-19,Other (Describe in Comments),Face Covering,,,02/04/2021 12:00:00 AM,02/05/2021 12:00:00 AM,No Violation(s) Found/Inspection Performed,121 E 6TH STREET,9,0206030618,POINT (-97.74186009 30.2675917)
2021 040638-CC,COVID-19,Other (Describe in Comments),Social Distancing,,,03/20/2021 12:00:00 AM,03/21/2021 12:00:00 AM,No Violation(s) Found/Inspection Performed,601 RIO GRANDE STREET,9,0107000707,POINT (-97.74926907 30.27008948)
2021 018985-CC,COVID-19,Other,Face-Covering,,,02/04/2021 12:00:00 AM,02/05/2021 12:00:00 AM,No Violation(s) Found/Inspection Performed,4210 W BRAKER LANE,7,0256000710,POINT (-97.73995343 30.40009209)
2021 019637-CC,COVID-19,Restaurant,Face Covering Non-Compliance - Business,,,02/05/2021 12:00:00 AM,02/05/2021 12:00:00 AM,No Violation(s) Found/Inspection Performed,5353 W 290 HWY SVRD EB,,,POINT (-88.448709 24.923983)
2020 089509-CC,COVID-19,Residential,Eviction,,,06/16/2020 12:00:00 AM,06/16/2020 12:00:00 AM,COVID-19/Education Provided,1307 FAIRBANKS DRIVE,4,0227190307,POINT (-97.69206012 30.32794107)
2020 098906-CC,COVID-19,Residential/Apartment,Social Distancing,,,07/05/2020 12:00:00 AM,07/05/2020 12:00:00 AM,No Violation(s) Found/Inspection Performed,603 W 30TH STREET,9,0217021604,POINT (-97.74269055 30.29683359)
2020 098155-CC,COVID-19,Restaurant,Face-Covering,,,07/02/2020 12:00:00 AM,07/02/2020 12:00:00 AM,No Violation(s) Found/Inspection Performed,2448 S 1ST STREET,3,0404040711,POINT (-97.76082008 30.24062672)
2021 019324-CC,COVID-19,Other (Describe in Comments),Face Covering Non-Compliance - Business,,,02/05/2021 12:00:00 AM,02/05/2021 12:00:00 AM,No Violation(s) Found/Inspection Performed,6699 CAMERON RD,,,POINT (-88.448709 24.923983)
2021 015153-CC,COVID-19,Residential,Eviction,,,02/02/2021 12:00:00 AM,02/05/2021 12:00:00 AM,COVID-19/Education Provided,833 FAIRFIELD DRIVE,4,0238150812,POINT (-97.70403834 30.35644458)
2021 000070-CC,COVID-19,Other (Describe in Comments),Face Covering,,,01/01/2021 12:00:00 AM,01/02/2021 12:00:00 AM,No Violation(s) Found/Inspection Performed,7101 S MOPAC EXPY SVRD NB,,,POINT (-88.448709 24.923983)
2021 006557-CC,COVID-19,Other (Describe in Comments),Social Distancing,,,01/16/2021 12:00:00 AM,02/05/2021 12:00:00 AM,No Violation(s) Found/Inspection Performed,9704 PARKFIELD DRIVE,4,0245140327,POINT (-97.70436506 30.37153983)
2021 040653-CC,COVID-19,Restaurant,Social Distancing,,,03/20/2021 12:00:00 AM,03/21/2021 12:00:00 AM,No Violation(s) Found/Inspection Performed,618 W 6TH STREET,9,0107000707,POINT (-97.7492971 30.27001854)
2021 040667-CC,COVID-19,Other (Describe in Comments),Face Covering Non-Compliance - Business,,,03/20/2021 12:00:00 AM,03/21/2021 12:00:00 AM,No Violation(s) Found/Inspection Performed,2424 S CONGRESS AVENUE,3,0404020447,POINT (-97.75479405 30.23778057)
2021 019339-CC,COVID-19,Other (Describe in Comments),Face Covering Non-Compliance - Business,,,02/05/2021 12:00:00 AM,02/05/2021 12:00:00 AM,No Violation(s) Found/Inspection Performed,3317 N LAMAR BOULEVARD,9,0218031312,POINT (-97.74461519 30.30232916)
2021 040762-CC,COVID-19,Other (Describe in Comments),Social Distancing,,,03/21/2021 12:00:00 AM,03/21/2021 12:00:00 AM,No Violation(s) Found/Inspection Performed,11005 MARDEN LANE,8,0424440919,POINT (-97.89552241 30.18835031)
2021 014728-CC,COVID-19,Residential,Eviction,,,02/02/2021 12:00:00 AM,02/05/2021 12:00:00 AM,COVID-19/Education Provided,5006 WEIDEMAR LANE,3,0415041227,POINT (-97.76221725 30.20621865)
2021 019261-CC,COVID-19,Other (Describe in Comments),Face Covering,,,02/04/2021 12:00:00 AM,02/05/2021 12:00:00 AM,Referred to Appropriate Agency,2105 JUSTIN LANE,7,0233051003,POINT (-97.73561244 30.34428512)
2021 072404-CC,COVID-19,Apartment Common Area,Face Covering Non-Compliance - Business,,,05/14/2021 12:00:00 AM,05/14/2021 12:00:00 AM,No Violation(s) Found/Inspection Performed,1800 E 4TH STREET UNIT 100,3,0204081401,POINT (-97.72396577 30.26019722)
2021 019249-CC,COVID-19,Apartment Common Area,Social Distancing,,,02/04/2021 12:00:00 AM,02/05/2021 12:00:00 AM,Closed/Duplicate Case,DUVAL ST AND E 30TH ST,,,POINT (-88.448709 24.923983)
2021 019794-CC,COVID-19,Restaurant,Social Distancing,,,02/05/2021 12:00:00 AM,02/05/2021 12:00:00 AM,No Violation(s) Found/Inspection Performed,301 SAN JACINTO BOULEVARD,9,0205021604,POINT (-97.7411614 30.26484923)
2021 072398-CC,COVID-19,Construction Site,Face Covering Non-Compliance - Business,,,05/13/2021 12:00:00 AM,05/14/2021 12:00:00 AM,Closed/Duplicate Case,1800 E 4TH STREET UNIT 100,3,0204081401,POINT (-97.72396577 30.26019722)
2021 072213-CC,COVID-19,Residential,Eviction,,,05/13/2021 12:00:00 AM,05/14/2021 12:00:00 AM,COVID-19/Education Provided,4404 E OLTORF STREET UNIT 8202,3,0310080504,POINT (-97.72624474 30.22706634)
2020 193330-CC,COVID-19,Other (Describe in Comments),Face Covering Non-Compliance - Business,,,12/27/2020 12:00:00 AM,12/27/2020 12:00:00 AM,No Violation(s) Found/Inspection Performed,W 40TH ST AND GUADALUPE ST,,,POINT (-88.448709 24.923983)
2021 073375-CC,COVID-19,Restaurant,Face Covering Non-Compliance - Business,,,05/16/2021 12:00:00 AM,05/16/2021 12:00:00 AM,No Violation(s) Found/Inspection Performed,707 E CESAR CHAVEZ STREET,9,0204041108,POINT (-97.73738918 30.26099139)
2020 193335-CC,COVID-19,School,Social Distancing,,,12/27/2020 12:00:00 AM,12/27/2020 12:00:00 AM,No Violation(s) Found/Inspection Performed,1121 PAYTON GIN RD,,,POINT (-88.448709 24.923983)
2021 073373-CC,COVID-19,Other (Describe in Comments),Over Occupancy,,,05/16/2021 12:00:00 AM,05/16/2021 12:00:00 AM,No Violation(s) Found/Inspection Performed,2400 LEON STREET UNIT 201,9,0214001204,POINT (-97.74983996 30.28860863)
2020 193378-CC,COVID-19,Other (Describe in Comments),Social Distancing,,,12/27/2020 12:00:00 AM,12/27/2020 12:00:00 AM,No Violation(s) Found/Inspection Performed,3017 GARDEN VILLA LN,,,POINT (-88.448709 24.923983)
2021 040940-CC,COVID-19,Other (Describe in Comments),Face Covering,,,03/22/2021 12:00:00 AM,03/22/2021 12:00:00 AM,No Violation(s) Found/Inspection Performed,4616 TRIANGLE AVENUE BUNIT 404,9,0224040501,POINT (-97.73404221 30.31497688)
2021 040359-CC,COVID-19,Residential,Eviction,,,03/19/2021 12:00:00 AM,03/22/2021 12:00:00 AM,COVID-19/Education Provided,4606 CONNELLY STREET,9,0220110939,POINT (-97.71472418 30.30491239)
2021 040587-CC,COVID-19,Other (Describe in Comments),Face Covering Non-Compliance - Business,,,03/20/2021 12:00:00 AM,03/22/2021 12:00:00 AM,No Violation(s) Found/Inspection Performed,10616 RESEARCH BLVD SB,,,POINT (-88.448709 24.923983)
2021 040978-CC,COVID-19,Other (Describe in Comments),Face Covering Non-Compliance - Business,,,03/22/2021 12:00:00 AM,03/22/2021 12:00:00 AM,No Violation(s) Found/Inspection Performed,309 E 3RD STREET,9,0205021503,POINT (-97.74068463 30.26421507)
2021 000231-CC,COVID-19,Other (Describe in Comments),Face Covering,,,01/03/2021 12:00:00 AM,01/03/2021 12:00:00 AM,No Violation(s) Found/Inspection Performed,7101 S MOPAC EXPY SVRD NB,,,POINT (-88.448709 24.923983)
2021 000047-CC,COVID-19,Other (Describe in Comments),Face Covering Non-Compliance - Business,,,01/01/2021 12:00:00 AM,01/02/2021 12:00:00 AM,No Violation(s) Found/Inspection Performed,7904 969 RD,,,POINT (-88.448709 24.923983)
2021 041641-CC,COVID-19,Other (Describe in Comments),Face Covering Non-Compliance - Business,,,03/22/2021 12:00:00 AM,03/22/2021 12:00:00 AM,No Violation(s) Found/Inspection Performed,4001 S LAMAR BOULEVARD NB,5,0406110103,POINT (-97.79137446 30.2352058)
2021 000197-CC,COVID-19,Other (Describe in Comments),Face Covering Non-Compliance - Business,,,01/03/2021 12:00:00 AM,01/03/2021 12:00:00 AM,No Violation(s) Found/Inspection Performed,10616 RESEARCH BLVD NB,,,POINT (-88.448709 24.923983)
2021 020098-CC,COVID-19,Other (Describe in Comments),Social Distancing,,,02/06/2021 12:00:00 AM,02/06/2021 12:00:00 AM,Referred to Appropriate Agency,1909 ROBBINS PLACE,9,0113001321,POINT (-97.74908291 30.28455703)
2020 193749-CC,COVID-19,Other (Describe in Comments),Social Distancing,,,12/28/2020 12:00:00 AM,12/28/2020 12:00:00 AM,No Violation(s) Found/Inspection Performed,12104 EMERALD OAKS DR COMMUNITY BASKETBALL COURT,,,POINT (-88.448709 24.923983)
2021 020103-CC,COVID-19,Other (Describe in Comments),Over Occupancy,,,02/06/2021 12:00:00 AM,02/06/2021 12:00:00 AM,Referred to Appropriate Agency,5900 CEDARDALE DRIVE,2,0417100207,POINT (-97.78100641 30.203968)
2021 019867-CC,COVID-19,Other (Describe in Comments),Social Distancing,,,02/05/2021 12:00:00 AM,02/06/2021 12:00:00 AM,No Violation(s) Found/Inspection Performed,805 W OLTORF STREET,3,0402030128,POINT (-97.76200656 30.24277437)
2020 193635-CC,COVID-19,Other (Describe in Comments),Face Covering,,,12/28/2020 12:00:00 AM,12/28/2020 12:00:00 AM,No Violation(s) Found/Inspection Performed,1213 COLONIAL PARK BLVD,,,POINT (-88.448709 24.923983)
2021 020089-CC,COVID-19,Other (Describe in Comments),Face Covering,,,02/06/2021 12:00:00 AM,02/06/2021 12:00:00 AM,Closed/Duplicate Case,76 RAINEY STREET,9,0203030617,POINT (-97.73901973 30.25891742)
2021 020081-CC,COVID-19,Other (Describe in Comments),Face Covering,,,02/06/2021 12:00:00 AM,02/06/2021 12:00:00 AM,No Violation(s) Found/Inspection Performed,7797 BURNET ROAD,7,0238050216,POINT (-97.73045282 30.35354499)
2020 193387-CC,COVID-19,Restaurant,Face Covering Non-Compliance - Business,,,12/27/2020 12:00:00 AM,12/28/2020 12:00:00 AM,No Violation(s) Found/Inspection Performed,13000 N IH 35 SVRD SB 210,,,POINT (-88.448709 24.923983)
2020 193397-CC,COVID-19,Restaurant,Face Covering Non-Compliance - Business,,,12/27/2020 12:00:00 AM,12/28/2020 12:00:00 AM,No Violation(s) Found/Inspection Performed,4236 S LAMAR BLVD SVRD SB,,,POINT (-88.448709 24.923983)
2021 000228-CC,COVID-19,Other (Describe in Comments),Over Occupancy,,,01/03/2021 12:00:00 AM,01/03/2021 12:00:00 AM,No Violation(s) Found/Inspection Performed,32 COMAL ST,,,POINT (-88.448709 24.923983)
2021 020086-CC,COVID-19,Other (Describe in Comments),Over Occupancy,,,02/06/2021 12:00:00 AM,02/06/2021 12:00:00 AM,No Violation(s) Found/Inspection Performed,76 RAINEY STREET,9,0203030617,POINT (-97.73901973 30.25891742)
2021 019865-CC,COVID-19,Restaurant,Over Occupancy,,,02/05/2021 12:00:00 AM,02/06/2021 12:00:00 AM,No Violation(s) Found/Inspection Performed,9402 S IH 35 SVRD SB,,,POINT (-88.448709 24.923983)
2021 020078-CC,COVID-19,Other (Describe in Comments),Social Distancing,,,02/06/2021 12:00:00 AM,02/06/2021 12:00:00 AM,No Violation(s) Found/Inspection Performed,6811 BRODIE LANE,5,0414230207,POINT (-97.82942895 30.21466172)
2021 020100-CC,COVID-19,Other (Describe in Comments),Face Covering Non-Compliance - Business,,,02/06/2021 12:00:00 AM,02/06/2021 12:00:00 AM,No Violation(s) Found/Inspection Performed,10801 N MOPAC EXPY SVRD NB BLDG 3,,,POINT (-88.448709 24.923983)
2021 019875-CC,COVID-19,Other (Describe in Comments),Over Occupancy,,,02/05/2021 12:00:00 AM,02/06/2021 12:00:00 AM,No Violation(s) Found/Inspection Performed,2700 NUECES STREET,9,0212010901,POINT (-97.74321148 30.29206953)
2021 013403-CC,COVID-19,Other (Describe in Comments),Face Covering Non-Compliance - Business,,,01/29/2021 12:00:00 AM,01/29/2021 12:00:00 AM,No Violation(s) Found/Inspection Performed,11405 N IH 35 SVRD NB,,,POINT (-88.448709 24.923983)
2021 019866-CC,COVID-19,Other (Describe in Comments),Face Covering Non-Compliance - Business,,,02/05/2021 12:00:00 AM,02/06/2021 12:00:00 AM,No Violation(s) Found/Inspection Performed,325 E 6TH STREET,9,0206031614,POINT (-97.73958649 30.26689112)
2021 019989-CC,COVID-19,Restaurant,Over Occupancy,,,02/06/2021 12:00:00 AM,02/06/2021 12:00:00 AM,No Violation(s) Found/Inspection Performed,9300 S IH 35 SVRD SB F,,,POINT (-88.448709 24.923983)
2021 020095-CC,COVID-19,Other (Describe in Comments),Face Covering Non-Compliance - Business,,,02/06/2021 12:00:00 AM,02/06/2021 12:00:00 AM,Closed/Duplicate Case,76 RAINEY STREET,9,0203030617,POINT (-97.73901973 30.25891742)
2021 020097-CC,COVID-19,Restaurant,Face Covering Non-Compliance - Business,,,02/06/2021 12:00:00 AM,02/06/2021 12:00:00 AM,No Violation(s) Found/Inspection Performed,2110 W SLAUGHTER LANE,5,0430210308,POINT (-97.82564696 30.17542446)
2020 072692-CC,COVID-19,Residential,Eviction,,,05/11/2020 12:00:00 AM,07/08/2020 12:00:00 AM,COVID-19/Education Provided,905 PYEGRAVE PLACE,1,0252260315,POINT (-97.66404857 30.38818377)
2021 012779-CC,COVID-19,Other (Describe in Comments),Face Covering Non-Compliance - Business,,,01/28/2021 12:00:00 AM,01/29/2021 12:00:00 AM,No Violation(s) Found/Inspection Performed,1701 W BEN WHITE BLVD SVRD EB,,,POINT (-88.448709 24.923983)
2021 019864-CC,COVID-19,Restaurant,Over Occupancy,,,02/05/2021 12:00:00 AM,02/06/2021 12:00:00 AM,No Violation(s) Found/Inspection Performed,606 W 3RD ST,,,POINT (-88.448709 24.923983)
2021 019872-CC,COVID-19,Restaurant,Over Occupancy,,,02/05/2021 12:00:00 AM,02/06/2021 12:00:00 AM,No Violation(s) Found/Inspection Performed,1401 W 6TH STREET,9,0108031008,POINT (-97.76045998 30.27371472)
2021 040543-CC,COVID-19,Apartment Common Area,Over Occupancy,,,03/19/2021 12:00:00 AM,03/22/2021 12:00:00 AM,Closed/Duplicate Case,201 W MOCKINGBIRD LANE,3,0415081401,POINT (-97.77499154 30.2077754)
2021 041230-CC,COVID-19,Other (Describe in Comments),Face Covering Non-Compliance - Business,,,03/22/2021 12:00:00 AM,03/22/2021 12:00:00 AM,No Violation(s) Found/Inspection Performed,727 W STASSNEY LANE,2,0414100905,POINT (-97.78383632 30.20855962)
2021 041667-CC,COVID-19,Other (Describe in Comments),Over Occupancy,,,03/22/2021 12:00:00 AM,03/22/2021 12:00:00 AM,No Violation(s) Found/Inspection Performed,3901 SPEEDWAY,9,0219060615,POINT (-97.73181031 30.30216342)
2020 055754-CC,COVID-19,Parks,Social Distancing,,,04/06/2020 12:00:00 AM,04/06/2020 12:00:00 AM,City-Owned Property/No Violation(s) Found,7609 LONGVIEW ROAD,5,0415260406,POINT (-97.82694257 30.2031482)
2020 060371-CC,COVID-19,Other,Social Distancing,,,04/15/2020 12:00:00 AM,04/15/2020 12:00:00 AM,COVID-19/Education Provided,709 W STASSNEY LANE,2,0414100902,POINT (-97.78346251 30.20820564)
2020 082287-CC,COVID-19,Other,Over Occupancy,,,06/01/2020 12:00:00 AM,06/01/2020 12:00:00 AM,No Violation(s) Found/Inspection Performed,715 W 6TH STREET,9,0107001003,POINT (-97.75028629 30.26988785)
2020 102503-CC,COVID-19,Other (Describe in Comments),Social Distancing,,,07/10/2020 12:00:00 AM,07/10/2020 12:00:00 AM,No Violation(s) Found/Inspection Performed,101 RED RIVER STREET,9,0204041204,POINT (-97.73863184 30.26198655)
2020 055872-CC,COVID-19,Parks,Social Distancing,,,04/06/2020 12:00:00 AM,04/06/2020 12:00:00 AM,No Violation(s) Found/Inspection Performed,1520 REAGAN HILL DRIVE,4,0227190806,POINT (-97.68891924 30.32628111)
2020 194351-CC,COVID-19,Other (Describe in Comments),Face Covering Non-Compliance - Business,,,12/29/2020 12:00:00 AM,12/29/2020 12:00:00 AM,No Violation(s) Found/Inspection Performed,2400 S CONGRESS AVENUE,3,0404020444,POINT (-97.7545906 30.23829081)
2020 193025-CC,COVID-19,Other (Describe in Comments),Over Occupancy,,,12/23/2020 12:00:00 AM,12/23/2020 12:00:00 AM,No Violation(s) Found/Inspection Performed,4001 N LAMAR BOULEVARD,9,0220030101,POINT (-97.73989739 30.30735003)
2020 193259-CC,COVID-19,Other (Describe in Comments),Over Occupancy,,,12/25/2020 12:00:00 AM,12/26/2020 12:00:00 AM,No Violation(s) Found/Inspection Performed,10837 AMBLEWOOD WAY,1,0243260839,POINT (-97.67053289 30.36832533)
2020 172736-CC,COVID-19,Other (Describe in Comments),Face Covering Non-Compliance - Business,,,11/12/2020 12:00:00 AM,11/12/2020 12:00:00 AM,No Violation(s) Found/Inspection Performed,2510 W PARMER LANE,7,0262130107,POINT (-97.70221573 30.4195971)
2020 172030-CC,COVID-19,Other (Describe in Comments),Face Covering,,,11/11/2020 12:00:00 AM,11/11/2020 12:00:00 AM,No Violation(s) Found/Inspection Performed,502 E 6TH STREET,9,0206040612,POINT (-97.73792958 30.26703084)
2020 156824-CC,COVID-19,Construction,Face-Covering,DSD Referral,,10/13/2020 12:00:00 AM,10/14/2020 12:00:00 AM,No Violation(s) Found/Inspection Performed,2605 S 4TH STREET,3,0404040604,POINT (-97.76456736 30.2402542)
2020 052773-CC,COVID-19,Schools,Social Distancing,,,03/31/2020 12:00:00 AM,03/31/2020 12:00:00 AM,No Violation(s) Found/Inspection Performed,1601 HASKELL STREET,3,0201060315,POINT (-97.73012382 30.25284849)
2020 057694-CC,COVID-19,Parks,Social Distancing,,,04/10/2020 12:00:00 AM,04/10/2020 12:00:00 AM,No Violation(s) Found/Inspection Performed,422 GUADALUPE STREET,9,0206010701,POINT (-97.74703734 30.26763618)
2020 066259-CC,COVID-19,Other,Social Distancing,,,04/28/2020 12:00:00 AM,04/28/2020 12:00:00 AM,No Violation(s) Found/Inspection Performed,3201 BEE CAVES ROAD,8,0107131101,POINT (-97.80018253 30.27280861)
2020 161468-CC,COVID-19,Other (Describe in Comments),Face Covering,,,10/21/2020 12:00:00 AM,10/21/2020 12:00:00 AM,No Violation(s) Found/Inspection Performed,11500 ROCK ROSE AVENUE,7,0256081109,POINT (-97.72289583 30.40121027)
2020 063778-CC,COVID-19,Parks,Social Distancing,,,04/23/2020 12:00:00 AM,04/23/2020 12:00:00 AM,COVID-19/Education Provided,1213 SHOAL CREEK BOULEVARD,9,0210000317,POINT (-97.74981977 30.27707882)
2020 193886-CC,COVID-19,Other (Describe in Comments),Face Covering Non-Compliance - Business,,,12/29/2020 12:00:00 AM,12/29/2020 12:00:00 AM,No Violation(s) Found/Inspection Performed,9101 RESEARCH BLVD SVRD NB,,,POINT (-88.448709 24.923983)
2020 194121-CC,COVID-19,Other (Describe in Comments),Face Covering Non-Compliance - Business,,,12/29/2020 12:00:00 AM,12/29/2020 12:00:00 AM,No Violation(s) Found/Inspection Performed,9101 RESEARCH BLVD NB,,,POINT (-88.448709 24.923983)
2021 072247-CC,COVID-19,Apartment Common Area,Face Covering Non-Compliance - Business,,,05/13/2021 12:00:00 AM,05/17/2021 12:00:00 AM,No Violation(s) Found/Inspection Performed,4600 MUELLER BOULEVARD UNIT 2028,9,0218130118,POINT (-97.70804799 30.29948235)
